equipo_tag,temp_motor_c,presion_hidraulica_psi,vibracion_rodamientos_mm_s,presion_aceite_psi,temp_refrigerante_c,rpm_motor,voltaje_sistema_v,corriente_a,desgaste_componente_hrs,falla_maquina,tipo_falla
PALA-02,78.42,3230.8,2.54,56.71,77.45,1551.0,26.31,145.24,1716.0,0,NORMAL
PALA-03,78.04,3028.66,1.64,61.62,80.4,1542.6,26.59,217.55,403.7,0,NORMAL
CARG-01,81.39,3564.65,1.46,40.88,77.66,1689.0,26.37,140.97,1052.2,0,NORMAL
PALA-03,85.61,3162.7,3.06,55.8,89.57,1807.0,26.36,184.16,2362.4,0,NORMAL
PALA-02,84.9,3311.18,2.5,54.75,74.64,1592.7,27.33,115.14,1647.0,0,NORMAL
PALA-03,108.83,3295.73,2.0,54.93,102.56,1768.9,26.75,187.77,1994.6,1,FALLA_TERMICA
PALA-02,84.93,3008.72,0.99,58.7,80.05,1505.4,26.9,140.63,227.2,0,NORMAL
PALA-01,78.24,2935.96,2.26,50.95,81.37,1728.5,26.27,191.94,914.5,0,NORMAL
CARG-02,74.75,3251.01,2.0,48.25,81.4,1626.2,24.35,140.76,2694.7,0,NORMAL
PALA-01,80.35,3168.32,2.35,47.08,84.67,1469.2,26.14,178.35,2029.1,0,NORMAL
PALA-01,87.05,3233.9,2.29,49.46,82.77,1654.4,26.38,92.62,53.6,0,NORMAL
CARG-02,84.95,3441.77,2.84,57.44,77.31,1568.4,26.24,156.14,2125.9,0,NORMAL
PALA-02,81.99,3290.49,1.04,56.52,85.25,1686.8,26.34,162.78,509.2,0,NORMAL
PALA-03,80.12,3386.53,1.96,58.42,83.51,1769.5,26.57,125.44,505.9,0,NORMAL
PALA-02,80.25,3330.16,1.76,51.7,86.55,1774.8,27.16,161.23,3255.6,0,NORMAL
PALA-02,82.49,3193.06,1.65,51.92,81.21,1482.7,25.71,253.53,3390.4,0,NORMAL
PALA-02,77.19,2082.97,3.97,33.16,85.36,1789.0,26.24,124.37,1869.2,1,FALLA_PRESION_HIDRAULICA
PALA-02,80.43,3297.65,1.32,59.1,70.11,1769.6,27.63,175.85,2090.6,0,NORMAL
PALA-02,81.03,3265.1,2.3,57.76,79.06,1669.2,25.1,139.31,1454.0,0,NORMAL
CARG-01,75.92,3414.73,1.18,44.88,77.35,1567.8,26.18,202.18,3097.5,0,NORMAL
PALA-03,78.23,3222.84,0.84,63.79,83.81,1671.0,24.65,169.26,1853.0,0,NORMAL
CARG-02,83.85,3196.48,2.0,53.54,78.04,1913.3,26.19,142.5,3250.4,0,NORMAL
PALA-01,82.04,3208.69,2.62,54.86,84.9,1791.6,26.48,164.42,815.7,0,NORMAL
PALA-03,80.61,3084.63,0.47,56.24,84.15,1836.7,24.95,219.25,377.0,0,NORMAL
PALA-03,77.9,3510.44,1.78,54.82,78.57,1601.3,26.57,143.27,3456.6,0,NORMAL
CARG-02,89.1,3455.13,2.27,53.14,81.96,1656.1,25.86,191.21,1752.4,0,NORMAL
PALA-01,78.23,3031.65,2.16,54.73,80.14,1564.4,27.26,122.45,2170.5,0,NORMAL
PALA-03,83.13,3394.71,2.3,57.18,81.47,1640.2,26.78,174.51,1232.5,0,NORMAL
CARG-02,79.8,2917.9,2.97,58.24,84.0,1883.0,25.97,156.7,510.8,0,NORMAL
PALA-01,82.16,3427.35,0.65,60.1,79.7,1666.1,26.23,201.75,2951.3,0,NORMAL
CARG-02,84.06,3124.66,1.16,48.51,74.38,1637.3,27.64,158.1,548.9,0,NORMAL
PALA-01,75.83,3314.78,2.02,51.27,83.38,1748.6,26.31,204.56,1782.8,0,NORMAL
CARG-01,81.97,2902.69,1.68,58.26,85.29,1651.1,25.32,131.86,2917.1,0,NORMAL
CARG-02,87.36,3034.23,2.11,46.15,74.2,1731.1,25.49,118.08,2328.1,0,NORMAL
PALA-03,89.93,3334.37,1.08,54.81,80.85,1651.8,26.25,126.19,2377.2,0,NORMAL
PALA-02,81.41,3123.84,2.23,50.07,77.27,1742.9,27.3,176.37,845.3,0,NORMAL
PALA-01,82.19,3098.81,3.56,56.76,85.51,1674.4,26.01,122.19,1863.7,0,NORMAL
CARG-02,91.95,3501.26,3.94,49.77,85.73,1585.8,25.52,82.12,193.7,0,NORMAL
PALA-02,87.11,3647.97,4.07,52.2,77.76,1846.5,26.41,148.13,258.2,0,NORMAL
PALA-01,79.22,3418.66,1.49,52.55,75.74,1938.2,26.66,165.65,2544.3,0,NORMAL
PALA-03,79.21,3053.46,1.75,55.23,81.98,1779.7,26.81,144.24,2762.2,0,NORMAL
PALA-02,86.3,3567.43,3.12,58.79,76.56,1539.8,25.04,120.43,530.1,0,NORMAL
PALA-01,77.45,2968.94,1.02,59.16,84.43,1692.6,26.65,200.82,3331.2,0,NORMAL
PALA-01,86.89,3195.19,3.67,55.02,80.48,1749.4,26.61,188.36,500.8,0,NORMAL
PALA-01,83.5,3259.86,2.05,48.45,87.42,1517.8,26.05,171.89,1499.0,0,NORMAL
PALA-03,84.33,3596.33,1.76,66.9,87.6,1655.7,27.31,205.53,728.8,0,NORMAL
PALA-03,80.84,3414.28,2.09,53.57,87.21,1551.4,26.76,128.45,390.8,0,NORMAL
PALA-03,79.17,3166.52,0.35,55.37,82.61,1596.4,25.71,152.62,3382.2,0,NORMAL
CARG-01,88.58,3079.91,1.3,55.21,77.22,1760.7,26.78,200.96,1563.6,0,NORMAL
CARG-02,80.89,3430.39,1.84,55.77,75.07,1714.1,24.89,165.65,1189.5,0,NORMAL
PALA-03,80.15,3154.0,3.02,49.76,83.38,1588.6,26.02,219.55,1181.7,0,NORMAL
PALA-01,81.64,3289.01,2.19,56.19,83.68,1712.0,26.07,98.74,769.0,0,NORMAL
PALA-03,82.87,3003.44,4.01,63.11,82.05,1676.5,26.93,96.37,3392.6,0,NORMAL
PALA-02,77.36,3352.47,3.33,43.95,75.68,1825.9,28.83,142.63,1736.8,0,NORMAL
PALA-03,108.02,3337.97,1.85,54.16,96.56,1471.1,26.17,180.42,1879.0,1,FALLA_TERMICA
PALA-03,79.22,3026.51,3.69,48.39,81.33,1631.1,27.57,184.88,2501.5,0,NORMAL
PALA-02,85.8,3435.69,1.18,58.94,78.55,1902.1,27.49,151.65,1456.7,0,NORMAL
CARG-02,78.01,3349.85,1.35,59.71,77.9,1580.3,25.34,196.1,1013.9,0,NORMAL
PALA-01,74.1,3383.2,6.63,53.36,77.13,1590.3,27.47,174.55,3223.4,1,FALLA_DESGASTE_RODAMIENTOS
PALA-03,73.15,3181.84,1.03,54.3,80.46,1657.8,25.84,162.3,1251.5,0,NORMAL
PALA-01,75.38,3282.21,1.46,49.6,80.17,1872.3,26.41,206.57,2039.5,0,NORMAL
CARG-02,88.13,3261.41,1.61,42.21,77.69,1768.3,21.88,162.29,2915.9,1,FALLA_ELECTRICA
PALA-01,82.07,3223.33,2.99,52.65,81.04,1592.5,26.81,134.56,887.3,0,NORMAL
PALA-01,84.26,3280.69,3.91,52.93,82.0,1709.9,25.89,152.37,2064.7,0,NORMAL
PALA-02,84.41,3476.16,3.05,54.22,82.41,1677.8,26.76,124.28,2639.6,0,NORMAL
PALA-02,82.25,3443.49,2.62,37.61,77.17,1774.0,25.18,153.09,3481.1,0,NORMAL
PALA-01,81.66,3037.27,1.33,45.37,79.77,1715.0,27.25,131.36,3181.6,0,NORMAL
PALA-03,86.7,3427.37,0.49,46.58,81.06,1743.6,25.89,113.35,2283.0,0,NORMAL
PALA-02,82.66,3464.41,1.32,54.42,81.5,1681.4,24.43,143.26,3316.9,0,NORMAL
PALA-01,88.3,3222.79,1.01,56.93,75.66,1878.7,26.11,107.34,3291.9,0,NORMAL
PALA-02,84.79,3341.52,2.65,48.19,79.64,1714.9,25.99,186.21,203.8,0,NORMAL
CARG-01,79.22,3338.92,0.62,52.62,83.37,1644.8,26.8,182.28,2295.4,0,NORMAL
PALA-03,79.76,3097.01,3.45,51.11,78.62,1847.3,25.48,195.58,2297.0,0,NORMAL
CARG-01,78.73,3181.25,2.49,64.16,82.42,1790.9,26.68,141.39,2384.3,0,NORMAL
PALA-03,87.48,3385.15,2.99,52.08,81.06,1610.8,25.86,175.86,3287.9,0,NORMAL
PALA-02,80.18,3160.75,4.62,51.86,79.16,1247.2,26.34,120.05,1040.8,0,NORMAL
PALA-01,78.41,3425.59,2.97,49.92,86.05,1784.9,27.25,140.02,865.3,0,NORMAL
PALA-02,83.44,3484.9,0.81,44.5,79.79,1667.7,27.28,195.88,1704.7,0,NORMAL
CARG-01,105.38,3455.86,1.95,57.23,100.54,1725.1,27.42,201.11,1097.9,1,FALLA_TERMICA
CARG-02,83.33,3606.36,0.81,52.67,79.06,1861.9,25.79,164.32,1152.1,0,NORMAL
PALA-02,90.5,3233.67,0.88,52.06,86.92,1605.6,26.64,183.75,905.4,0,NORMAL
PALA-01,86.11,3281.9,1.6,54.91,86.56,1585.0,26.67,151.86,2365.6,0,NORMAL
PALA-01,82.12,3307.72,3.96,46.11,85.59,1552.5,27.4,195.2,2583.1,0,NORMAL
PALA-02,75.66,3239.13,1.64,62.85,84.48,1984.4,26.14,128.13,391.9,0,NORMAL
PALA-03,79.75,3347.59,0.88,44.9,77.46,1863.0,25.21,164.21,2806.1,0,NORMAL
PALA-01,85.2,2941.98,2.26,62.88,79.2,1800.6,27.08,201.44,974.7,0,NORMAL
CARG-02,76.73,3286.88,3.43,53.93,77.92,1488.8,27.47,142.29,505.8,0,NORMAL
PALA-02,91.63,3002.06,2.26,52.07,85.12,1549.1,26.65,159.52,1626.2,0,NORMAL
CARG-02,82.06,3076.73,1.15,57.36,90.34,1804.3,25.53,175.14,2167.4,0,NORMAL
CARG-01,82.22,3381.92,2.38,52.27,83.72,1768.2,28.13,192.88,2539.4,0,NORMAL
CARG-01,79.0,3214.16,0.86,58.66,87.7,1687.4,26.5,134.06,2121.5,0,NORMAL
PALA-03,84.24,3375.57,1.5,55.54,82.83,1557.8,25.87,173.15,3285.6,0,NORMAL
PALA-03,76.79,3210.26,2.47,57.56,82.27,1846.6,27.28,194.27,120.4,0,NORMAL
PALA-03,91.74,3449.15,1.36,59.2,78.68,1935.0,27.73,194.16,3194.5,0,NORMAL
PALA-03,87.93,3206.97,1.2,53.13,83.45,1772.6,25.11,158.49,2580.1,0,NORMAL
PALA-03,86.43,2898.11,0.4,58.82,84.65,1629.3,26.83,147.81,3279.5,0,NORMAL
CARG-02,75.74,3290.57,1.33,56.59,85.21,1902.9,27.44,159.56,910.2,0,NORMAL
CARG-01,82.92,2859.61,2.49,60.67,81.41,1740.2,26.32,135.25,706.0,0,NORMAL
CARG-01,87.44,2988.51,0.64,52.16,81.79,1915.6,26.52,178.76,3488.8,0,NORMAL
CARG-02,84.67,3091.07,2.55,60.83,80.76,1677.0,26.3,164.71,1587.4,0,NORMAL
PALA-01,77.49,3068.61,3.43,50.13,78.74,1967.5,27.63,74.53,992.0,0,NORMAL
PALA-01,79.07,3151.89,3.2,43.96,84.52,1666.2,25.52,172.72,2783.3,0,NORMAL
PALA-02,79.97,3062.43,1.46,47.18,73.42,1640.6,26.19,142.89,1902.4,0,NORMAL
PALA-03,79.28,2996.93,1.66,52.34,74.31,1819.5,28.12,165.74,2189.2,0,NORMAL
CARG-01,88.88,3527.53,1.08,55.31,78.81,1711.2,25.9,213.11,238.9,0,NORMAL
PALA-02,73.36,3127.93,1.21,54.08,75.91,1766.5,25.17,128.13,2345.9,0,NORMAL
PALA-03,84.95,2848.46,1.6,57.93,85.34,1597.8,26.39,146.17,2436.1,0,NORMAL
PALA-03,76.18,3185.03,2.34,48.0,79.23,1599.9,27.26,151.88,523.8,0,NORMAL
PALA-01,77.67,3047.55,3.16,62.62,84.51,1674.2,26.37,114.41,2618.9,0,NORMAL
PALA-03,72.96,3090.71,1.32,60.73,86.22,1763.0,26.01,163.51,290.5,0,NORMAL
CARG-01,79.53,3377.86,1.59,58.68,81.25,1626.7,26.8,175.18,373.0,0,NORMAL
PALA-01,88.8,3169.33,1.54,60.33,82.31,1848.3,28.39,146.53,2212.2,0,NORMAL
PALA-03,83.19,3042.53,1.37,46.24,85.91,1707.1,26.19,179.29,3310.3,0,NORMAL
PALA-03,76.61,3330.33,3.2,57.49,85.0,1924.9,28.06,212.11,1575.0,0,NORMAL
PALA-01,86.58,3456.99,2.65,57.7,72.72,1593.7,26.73,135.84,606.6,0,NORMAL
PALA-01,87.54,3346.64,3.57,58.84,79.35,1761.1,25.71,154.65,2622.2,0,NORMAL
CARG-02,82.47,2808.36,2.22,58.23,83.05,1775.1,27.73,149.72,2084.4,0,NORMAL
PALA-02,91.16,3821.7,1.42,56.22,81.86,1752.5,26.12,343.47,3408.1,1,FALLA_SOBRECARGA
PALA-01,85.7,3258.54,1.22,56.02,77.03,1714.1,25.15,180.04,531.9,0,NORMAL
PALA-01,85.07,3206.03,0.56,59.96,74.17,1821.7,26.64,197.48,2700.4,0,NORMAL
PALA-03,78.38,3191.09,1.27,50.88,83.44,1571.7,26.03,153.44,951.2,0,NORMAL
PALA-03,84.82,3073.1,9.99,55.83,77.63,1753.9,27.85,222.94,3476.1,1,FALLA_DESGASTE_RODAMIENTOS
PALA-03,82.98,2996.99,2.89,51.24,80.46,1601.6,16.92,195.12,2770.2,1,FALLA_ELECTRICA
PALA-01,84.34,3611.4,3.03,53.24,81.58,1650.5,25.97,128.68,1624.7,0,NORMAL
CARG-02,78.92,3254.88,1.09,40.64,80.35,1752.2,27.1,118.26,204.6,0,NORMAL
PALA-02,82.58,2383.23,1.92,25.23,77.27,1833.8,26.4,162.0,2410.0,1,FALLA_PRESION_HIDRAULICA
PALA-02,78.32,3251.13,1.24,51.82,80.67,1555.1,26.66,178.34,1643.4,0,NORMAL
PALA-02,72.34,3258.34,3.53,51.88,78.82,1918.1,24.49,147.2,2803.1,0,NORMAL
PALA-02,86.49,3238.82,1.38,52.33,87.62,1840.3,25.48,134.33,2605.0,0,NORMAL
CARG-02,75.24,3048.32,2.14,48.07,81.85,1725.2,26.58,193.89,2631.5,0,NORMAL
CARG-02,82.48,2977.39,4.08,52.34,91.27,1591.9,25.37,172.7,641.5,0,NORMAL
PALA-02,83.5,3319.52,2.78,59.43,75.73,1903.5,25.92,157.28,1555.6,0,NORMAL
CARG-02,83.47,1932.39,2.1,22.35,79.8,1775.5,27.14,134.37,1671.7,1,FALLA_PRESION_HIDRAULICA
CARG-01,80.73,3418.89,1.94,60.49,79.78,1775.4,26.81,157.68,2757.7,0,NORMAL
CARG-02,83.22,3382.36,0.99,60.16,77.89,1638.7,27.33,133.57,1449.5,0,NORMAL
PALA-01,84.12,3104.47,1.67,51.06,79.6,1743.3,26.41,192.16,3035.5,0,NORMAL
PALA-03,85.31,3453.87,2.12,56.85,79.08,1644.9,25.85,186.1,999.0,0,NORMAL
PALA-02,89.8,3387.7,2.8,47.43,77.09,1865.8,27.53,126.9,3452.1,0,NORMAL
CARG-01,83.05,3374.35,1.61,48.73,88.18,1868.8,26.44,127.92,354.8,0,NORMAL
PALA-01,82.29,3654.88,2.49,54.56,80.67,1701.6,25.54,205.75,1764.9,0,NORMAL
PALA-03,77.92,3617.91,1.5,56.54,84.71,1649.8,27.71,188.13,2081.5,0,NORMAL
PALA-02,83.96,3374.18,3.19,62.07,84.96,1815.0,26.45,184.28,1576.7,0,NORMAL
PALA-02,85.0,3351.74,2.57,53.19,86.71,1798.2,27.18,199.98,1941.9,0,NORMAL
PALA-03,81.13,3444.7,2.86,54.88,77.07,1580.0,26.64,126.1,2736.0,0,NORMAL
CARG-02,84.45,3144.89,4.17,54.49,86.07,1685.0,27.18,152.48,637.5,0,NORMAL
PALA-03,80.68,3147.43,3.48,62.97,80.7,1983.1,26.92,226.38,3319.8,0,NORMAL
CARG-02,85.02,3371.22,10.56,60.71,89.14,1719.0,26.16,213.16,4020.2,1,FALLA_DESGASTE_RODAMIENTOS
PALA-02,86.11,3095.83,2.11,55.92,83.1,1748.2,26.11,180.52,2197.2,0,NORMAL
PALA-03,86.04,3356.7,3.56,57.97,76.39,1785.4,26.97,167.32,1572.8,0,NORMAL
PALA-02,82.53,3278.23,2.8,55.75,86.03,1653.0,26.49,179.34,2118.0,0,NORMAL
PALA-01,77.32,3095.89,0.94,59.37,85.64,1812.0,26.4,157.43,2551.0,0,NORMAL
PALA-03,79.25,3254.66,1.27,58.31,75.83,1765.4,26.05,135.64,1799.7,0,NORMAL
PALA-03,84.68,3484.91,2.33,52.49,83.98,1855.0,26.19,131.7,434.8,0,NORMAL
PALA-03,93.02,3264.83,2.35,54.5,87.41,1517.8,25.19,236.44,1199.5,0,NORMAL
CARG-01,80.47,3265.58,0.95,54.81,82.92,1762.5,26.81,139.52,2826.7,0,NORMAL
PALA-03,84.05,3309.22,1.5,54.76,77.1,1745.2,25.89,196.61,2015.5,0,NORMAL
PALA-01,79.5,3332.65,2.9,51.46,85.04,1550.0,26.49,84.57,2666.8,0,NORMAL
PALA-01,77.62,3190.45,1.65,55.68,83.66,1688.0,26.35,141.75,3114.1,0,NORMAL
PALA-03,78.96,3313.05,3.16,51.45,80.08,1767.3,26.56,156.05,1563.4,0,NORMAL
PALA-02,72.63,3061.17,1.8,51.07,79.16,1726.0,26.43,140.82,1267.7,0,NORMAL
PALA-01,88.09,3106.17,2.54,53.41,83.64,1717.0,26.76,133.06,434.5,0,NORMAL
PALA-02,71.96,3129.19,1.4,55.35,77.36,1718.3,25.7,192.87,984.0,0,NORMAL
PALA-03,80.81,3334.56,3.04,60.13,81.81,1664.1,26.34,172.14,1504.5,0,NORMAL
PALA-02,76.7,3278.84,3.48,57.55,85.79,1960.7,26.42,140.9,506.1,0,NORMAL
CARG-01,78.02,3225.82,1.31,59.55,87.08,1759.4,25.71,137.8,440.3,0,NORMAL
PALA-03,88.19,3374.34,2.8,62.86,78.9,1757.2,25.61,112.54,1586.1,0,NORMAL
PALA-02,82.9,3318.2,2.89,51.07,74.65,1560.7,25.95,121.2,1334.7,0,NORMAL
CARG-01,77.66,3197.8,1.87,57.56,78.17,1682.1,26.54,122.69,2970.6,0,NORMAL
PALA-03,79.35,3063.66,3.53,57.76,84.27,1656.5,25.53,144.32,147.0,0,NORMAL
PALA-03,78.56,3102.45,0.71,55.28,78.04,1716.3,27.15,267.34,2683.0,0,NORMAL
PALA-03,81.8,2985.97,6.54,58.46,85.33,1681.4,25.91,140.82,3018.1,1,FALLA_DESGASTE_RODAMIENTOS
PALA-01,82.78,3275.3,4.0,54.44,78.03,1645.9,26.39,144.32,3084.4,0,NORMAL
PALA-03,90.53,3094.82,3.25,57.35,78.77,1692.6,26.94,140.53,1028.0,0,NORMAL
PALA-02,73.38,3160.84,1.43,46.92,80.31,1590.1,25.22,175.86,1949.6,0,NORMAL
CARG-02,81.84,3227.03,3.54,54.01,84.78,1791.4,27.49,115.34,925.5,0,NORMAL
CARG-01,80.58,3437.92,3.82,57.54,74.67,1816.6,25.69,124.75,1471.2,0,NORMAL
PALA-03,86.26,3417.18,3.16,59.14,82.12,1779.8,27.46,198.37,871.8,0,NORMAL
PALA-02,83.6,3240.15,2.4,49.7,82.05,1822.7,26.82,169.27,1337.2,0,NORMAL
PALA-01,84.66,3477.79,2.0,53.59,77.03,1814.3,24.96,166.01,3033.8,0,NORMAL
PALA-02,83.55,1726.92,3.1,20.45,82.42,1565.9,26.28,191.14,2446.6,1,FALLA_PRESION_HIDRAULICA
PALA-02,77.81,3587.9,1.88,52.06,80.28,1899.1,25.77,161.39,1204.9,0,NORMAL
PALA-02,87.45,3374.65,2.25,55.58,76.48,1824.3,27.71,118.27,2997.8,0,NORMAL
PALA-03,85.59,3268.5,1.33,59.18,80.7,1490.9,26.57,177.32,227.3,0,NORMAL
PALA-01,86.12,3089.56,1.17,58.52,76.83,1628.8,24.85,179.73,2482.8,0,NORMAL
CARG-02,87.69,3171.15,2.2,55.11,78.44,1572.1,27.41,106.82,2211.3,0,NORMAL
PALA-01,83.88,3359.68,2.03,50.75,84.52,1772.1,26.84,170.7,1342.1,0,NORMAL
CARG-02,88.66,3363.77,4.11,53.3,79.75,1655.9,26.73,182.79,1473.4,0,NORMAL
CARG-02,83.7,3370.31,3.8,66.69,84.44,1722.9,26.42,184.35,1357.8,0,NORMAL
PALA-03,81.01,1649.83,1.09,25.21,80.37,1928.1,25.26,189.29,2261.5,1,FALLA_PRESION_HIDRAULICA
CARG-01,81.97,3082.63,2.84,47.96,77.15,1893.3,27.66,174.43,871.1,0,NORMAL
PALA-02,81.89,3285.14,3.1,54.88,82.92,1605.1,26.21,194.89,3481.7,0,NORMAL
PALA-03,79.66,3388.57,1.85,57.53,83.24,1774.9,27.55,125.08,60.0,0,NORMAL
PALA-02,89.34,3250.57,2.65,58.32,76.08,1939.3,26.41,214.16,1657.3,0,NORMAL
PALA-02,83.33,3516.67,6.05,55.44,85.54,1610.2,26.25,93.92,841.2,0,NORMAL
PALA-03,82.43,3255.96,1.88,46.4,87.08,1836.2,25.02,190.06,1272.9,0,NORMAL
PALA-02,83.75,3249.87,0.62,52.9,83.51,1699.8,25.83,126.59,3027.7,0,NORMAL
PALA-03,95.41,3370.7,4.03,45.17,81.31,1607.1,27.46,203.62,1282.4,0,NORMAL
PALA-02,76.91,3469.46,2.43,55.97,89.05,1901.7,26.98,185.25,788.5,0,NORMAL
PALA-02,78.2,3007.13,2.58,56.28,83.16,1668.6,26.82,140.72,1315.7,0,NORMAL
PALA-01,75.79,3048.76,4.19,53.37,81.79,1702.1,26.87,150.49,1153.8,0,NORMAL
PALA-01,80.95,3193.61,1.08,48.09,87.8,1677.4,26.4,144.42,1802.3,0,NORMAL
PALA-02,83.1,3818.61,3.65,49.91,87.41,1846.4,26.02,185.61,3154.6,0,NORMAL
PALA-01,79.91,3202.94,1.83,45.88,75.24,1838.0,25.76,110.72,2452.2,0,NORMAL
PALA-01,79.57,3228.08,0.45,53.74,78.98,1631.0,26.03,151.78,2983.0,0,NORMAL
CARG-01,82.64,3361.3,0.82,69.84,83.34,1733.9,26.51,176.92,1089.0,0,NORMAL
PALA-01,79.74,3425.85,3.69,53.49,85.91,1764.3,25.78,93.38,152.1,0,NORMAL
PALA-03,83.4,3280.56,2.09,51.9,76.34,1837.1,26.41,114.71,1298.4,0,NORMAL
PALA-02,87.01,3459.58,3.29,55.08,84.63,1647.1,26.46,202.23,2489.3,0,NORMAL
CARG-02,85.05,3035.09,3.8,48.25,79.38,1885.9,26.25,93.76,1001.9,0,NORMAL
PALA-02,85.96,3112.1,2.95,48.42,83.87,1817.7,25.08,126.09,1004.1,0,NORMAL
PALA-02,86.89,3459.25,6.22,50.91,78.73,1606.0,25.56,217.56,3911.4,1,FALLA_DESGASTE_RODAMIENTOS
PALA-03,83.27,3251.97,1.94,58.43,71.67,1778.2,26.27,172.95,767.9,0,NORMAL
PALA-02,81.29,3022.76,2.02,55.67,73.92,1778.7,24.69,205.12,2578.7,0,NORMAL
PALA-03,78.52,3011.94,1.56,53.2,76.5,1634.9,27.22,132.4,1801.6,0,NORMAL
PALA-01,80.24,3104.03,1.61,57.74,78.63,1771.2,27.44,110.94,281.6,0,NORMAL
CARG-02,79.64,3250.38,2.94,62.54,80.97,1720.3,27.08,163.43,3490.7,0,NORMAL
PALA-02,85.29,3334.13,1.11,57.68,78.93,1536.2,26.63,175.5,2007.5,0,NORMAL
PALA-02,83.56,3190.77,1.39,48.91,80.81,1336.5,25.41,102.21,586.6,0,NORMAL
CARG-01,85.14,3319.3,2.75,44.58,79.01,1965.9,26.65,160.17,217.2,0,NORMAL
PALA-02,76.78,3171.33,3.28,45.28,80.98,1705.1,27.52,130.81,1974.0,0,NORMAL
CARG-01,88.44,3470.31,3.47,58.35,84.72,1733.0,25.49,162.31,922.3,0,NORMAL
PALA-02,80.08,3709.33,3.76,50.21,80.94,1596.8,28.44,195.41,915.3,0,NORMAL
CARG-01,77.05,3179.33,1.63,58.09,83.16,1648.2,27.05,150.35,1758.2,0,NORMAL
PALA-01,80.02,3336.39,1.12,51.73,83.86,1980.2,25.55,201.23,1651.7,0,NORMAL
CARG-01,93.18,3321.71,1.63,55.94,80.37,2010.2,25.59,151.79,1291.4,0,NORMAL
CARG-01,80.26,3274.97,1.05,57.51,73.84,1497.4,26.0,191.66,2841.3,0,NORMAL
PALA-01,80.54,3367.59,2.5,50.09,82.01,1726.9,26.36,190.26,1429.9,0,NORMAL
PALA-01,81.14,3336.19,2.9,58.11,78.3,1944.2,26.1,182.39,1596.9,0,NORMAL
PALA-02,81.33,2247.45,2.82,30.91,84.45,1743.8,24.16,167.75,2217.3,1,FALLA_PRESION_HIDRAULICA
CARG-02,78.48,3486.98,1.69,50.49,86.46,1802.1,25.36,221.5,2516.1,0,NORMAL
PALA-02,116.58,3286.3,2.85,58.11,97.05,1699.7,26.39,167.57,1332.3,1,FALLA_TERMICA
PALA-02,86.84,3180.74,2.48,57.16,81.66,1781.8,26.55,185.67,1846.1,0,NORMAL
PALA-01,83.41,3689.78,3.31,56.3,83.67,1893.5,27.12,108.68,1782.5,0,NORMAL
PALA-02,77.0,3229.08,3.24,48.49,77.75,1782.6,25.87,185.71,3082.6,0,NORMAL
PALA-03,80.45,3295.89,2.73,52.08,81.04,1574.1,26.52,195.59,1489.9,0,NORMAL
CARG-02,79.52,3281.58,4.84,57.45,74.81,1644.3,26.41,146.18,1638.7,0,NORMAL
PALA-03,82.24,3226.62,2.43,65.42,85.18,1812.8,25.73,204.04,2036.3,0,NORMAL
CARG-01,87.99,3330.76,1.27,63.06,87.74,1711.9,26.9,125.51,2345.1,0,NORMAL
PALA-03,81.33,3097.9,3.63,51.66,81.4,1654.6,26.79,126.61,53.3,0,NORMAL
PALA-01,81.6,2405.99,1.26,29.22,77.99,1589.2,28.25,173.95,2298.6,1,FALLA_PRESION_HIDRAULICA
PALA-02,90.0,2933.5,2.21,62.65,82.05,1600.4,27.25,171.98,575.2,0,NORMAL
PALA-03,85.94,3016.35,2.15,57.0,75.9,1634.2,25.16,141.11,3416.9,0,NORMAL
CARG-02,84.58,3578.63,2.07,51.66,79.26,1774.8,27.15,116.98,1284.8,0,NORMAL
CARG-02,90.81,3023.89,0.88,54.63,79.33,1657.9,25.25,201.18,1712.3,0,NORMAL
PALA-01,84.2,2897.21,1.92,47.75,78.91,1741.4,27.58,104.85,285.6,0,NORMAL
PALA-01,73.06,3028.35,4.29,59.04,81.88,1738.9,26.16,175.49,3059.0,0,NORMAL
PALA-01,85.75,3563.21,1.89,61.0,82.74,1812.3,26.65,130.5,904.1,0,NORMAL
CARG-02,74.84,2927.46,0.6,61.7,81.06,1621.4,27.45,169.44,1107.4,0,NORMAL
CARG-02,84.03,3077.95,2.09,59.63,84.6,1914.0,26.78,155.57,2191.6,0,NORMAL
CARG-01,74.29,2987.53,2.82,52.4,82.56,1508.9,27.05,217.65,76.2,0,NORMAL
PALA-02,79.9,3200.66,2.21,58.47,79.02,1680.9,25.88,208.78,3468.2,0,NORMAL
PALA-03,80.36,3171.52,1.68,61.3,80.57,1669.0,25.65,153.99,1800.6,0,NORMAL
PALA-02,78.53,3163.46,1.2,58.73,80.68,1625.2,26.42,200.83,2929.0,0,NORMAL
PALA-02,80.43,3584.1,1.62,58.27,79.47,1455.5,26.93,94.99,3179.5,0,NORMAL
PALA-03,86.65,3034.17,2.72,54.96,83.04,1865.6,26.32,155.26,51.5,0,NORMAL
PALA-01,78.79,3231.61,3.06,49.47,72.47,1819.5,27.71,150.49,1527.3,0,NORMAL
PALA-01,84.45,3310.95,1.39,63.28,81.13,1779.9,26.85,88.4,3119.6,0,NORMAL
CARG-02,77.65,3073.56,3.27,53.82,82.24,1632.8,26.16,144.29,2439.2,0,NORMAL
CARG-01,81.15,3337.59,2.29,60.07,83.4,1659.3,26.28,200.65,2600.3,0,NORMAL
